recipe_code,list_korean
155,소금
155,간장
155,설탕
155,다진파
155,다진마늘
155,참기름
155,깨소금
155,목이버섯
154,토란
154,쇠고기
154,다시마
154,무
154,소금
154,국간장
154,다진마늘
154,후춧가루
154,참기름
154,대파
153,쇠고기(힘줄없는부위)
153,표고버섯
153,도라지
153,당근
153,오이
153,식용유/소금/참기름/잣가루
153,후추
153,설탕
153,다진파
153,다진마늘
153,깨소금
153,참기름
153,진간장
152,석이버섯
152,느타리버섯
152,실고추
152,간장
152,다진파
152,다진마늘
152,참기름
152,깨소금
152,후춧가루
152,포도씨유
152,녹두
152,물
152,소금
152,돼지고기
152,숙주
152,대파
151,멥쌀
151,소금
151,쑥
151,대추
151,솔잎
151,참기름
151,계핏가루
151,소금
151,깨
151,녹두
151,꿀
151,설탕
151,물
151,풋콩
150,배추
150,무
150,쇠고기
150,물
150,대파
150,식용유
150,후춧가루
150,된장
150,소금
150,다진파
150,다진마늘
150,참기름
150,깨소금
150,고추장
149,돼지고기
149,소금
149,생강즙
149,붉은 고추
149,꼬치
149,찹쌀가루
149,후추
149,식용유
149,무순
148,강력분
148,드라이이스트
148,설탕
148,소금
148,계란
148,검은깨
148,버터
148,오렌지마멀레이드
148,건포도
148,계란노른자
148,우유
148,우유
147,깻잎
147,찹쌀가루
147,참기름
147,통후추
147,소금
147,고춧가루
147,대파
147,진간장
147,설탕
147,아귀
147,미더덕
147,콩나물
147,미나리
147,고추장
146,곱창
146,밀가루
146,대파
146,마늘
146,생강
146,물
146,당근
146,양배추
146,양파
146,표고버섯
146,미나리
146,우동면
146,쑥갓
146,소금
146,후추
146,고춧가루
146,고추장
146,간장
146,다진파
146,양
145,햄
145,다진마늘
145,베이컨
145,김치
145,두부
145,홍고추
145,청고추
145,깻잎
145,스파게티
145,쑥갓
145,양송이버섯
145,물
145,고춧가루
145,고추장
145,설탕
145,다진파
145,프랑크소시지
144,감자
144,당근
144,양파
144,샐러리
144,양송이버섯
144,후춧가루
144,물
144,월계수잎
144,버터
144,소금
144,홀토마토
143,시금치
143,양송이버섯
143,베이컨
143,파마산치즈치즈
143,후춧가루
143,레몬주스
143,올리브오일
143,소금
143,레몬드레싱
142,다진양파
142,올리브오일
142,훈제연어
142,케이퍼
142,트레비스
142,양파
142,앤다이브
141,사과
141,자몽
141,오렌지마요네즈
141,오이
141,딸기
141,샐러리
140,컬리플라워
140,오징어
140,소금
140,마요네즈
140,머스터드
140,새우
139,양상추
139,소금
139,수삼
139,배
139,밤
139,대추
139,오이
139,머스터드
139,마요네즈
139,설탕
139,후춧가루
139,레몬즙
139,설탕
139,요리술
139,닭고기
138,밥
138,다진마늘
138,느타리버섯
138,표고버섯
138,양송이버섯
138,목이버섯
138,팽이버섯
138,양파
138,당근
138,미나리
138,간장
138,들깨
138,육수
138,녹말
138,참기름
138,후춧가루
138,간장
138,설탕
138,청주
138,쇠고기
137,식빵
137,쇠고기
137,양상추
137,토마토
137,후춧가루
137,슬라이스치즈
137,버터
137,겨자
137,소금
137,피클
136,후루츠칵테일
136,은박컵
136,감자
136,파슬리가루
136,우유
136,설탕
136,계핏가루
136,버터
135,유부
135,계란
135,물
135,간장
135,맛살
135,설탕
135,소금
135,후춧가루
135,실파
135,소금
134,밥
134,청피망
134,당근
134,식용유
134,소금
134,간장
134,설탕
134,다진파
134,다진마늘
134,참기름
134,후춧가루
134,상추
134,깨소금
134,파슬리
134,토마토
134,쇠고기
133,닭고기
133,찹쌀
133,마늘
133,대추
133,후춧가루
133,대파
133,생강
133,물
133,소금
133,수삼
132,스파게티
132,생크림
132,햄
132,베이컨
132,바질
132,후춧가루
132,화이트와인
132,버터
132,소금
132,우유
132,양파
131,배
131,잣가루
131,오이
131,잣
131,상추
131,쇠고기
131,참기름
131,깨소금
131,후춧가루
131,설탕
131,계란노른자
131,간장
130,두부
130,홍고추
130,간장
130,설탕
130,실고추
130,후춧가루
130,통깨
130,참기름
130,물엿
129,골뱅이통조림
129,소면
129,대파
129,양파
129,당근
129,샐러리
129,고추장
129,고춧가루
129,식초
129,진간장
129,설탕
129,깨소금
129,참기름
129,다진마늘
129,오이
128,쇠고기
128,양파
128,다진파
128,다진마늘
128,밀가루
128,설탕
128,깨소금
128,참기름
128,후춧가루
128,간장
127,쇠고기
127,팽이버섯
127,당근
127,부추
127,육수
127,물
127,맛술
127,술
127,깨소금
127,된장
127,설탕
127,간장
127,다시마
126,가지
126,마른새우
126,식용유
126,진간장
126,소금
126,다진마늘
126,참기름
126,깨소금
126,다진파
125,식용유
125,간장
125,설탕
125,미림
125,마른고추
125,녹말
125,물
125,고등어
125,소금
125,청주
125,생강
124,도토리묵
124,청포묵
124,오이
124,게맛살
124,깨소금
124,설탕
124,식초
124,홍고추
124,참기름
124,간장
123,가는파
123,양파
123,돼지고기
123,청주
123,간장
123,생강
123,참기름
123,마늘
123,생강
123,식용유
123,후춧가루
123,소금
123,굵은파
122,감자
122,청고추
122,홍고추
122,식용유
122,흰후춧가루
122,참기름
122,설탕
122,소금
122,간장
121,꽁치
121,소금
121,실파
121,생강
121,설탕
121,청주
121,물
121,간장
120,계란
120,국수
120,새우
120,게맛살
120,치커리
120,소금
120,다시물
120,간장
120,맛술
120,와사비
120,무
120,미나리
119,당근
119,햄
119,게맛살
119,다진마늘
119,대파
119,고춧가루
119,홍고추
119,깨소금
119,라면
119,배추김치
119,표고버섯
119,콩나물
119,청고추
119,참기름
118,밥
118,계란
118,돼지고기
118,당근
118,식용유
118,표고버섯
118,대파
118,소금
118,후춧가루
118,양파
117,두부
117,미역
117,양파
117,통깨
117,간장
117,참기름
117,설탕
117,홍고추
116,양배추
116,쇠고기
116,돼지고기
116,양파
116,당근
116,간장
116,소금
116,후춧가루
116,넛맥
116,빵가루
116,물
116,계란
115,계란
115,우유
115,소금
115,토마토케첩
115,식용유
115,버터
115,후춧가루
114,두부
114,배추김치
114,다진파
114,소금
114,깻잎
114,깨소금
114,참기름
114,다진마늘
113,소금
113,양파
113,호박
113,대파
113,청고추
113,홍고추
113,낙지
113,고춧가루
113,간장
113,참기름
113,생강즙
113,설탕
113,깨소금
113,고추장
112,김치
112,쇠고기
112,표고버섯
112,통도라지
112,소금
112,계란
112,식용유
112,참기름
112,밀가루
111,꽁치
111,무
111,진간장
111,생강즙
111,식용유
111,다진마늘
111,고춧가루
111,물
111,다진파
110,쌀
110,식초
110,설탕
110,소금
110,고추냉이
110,오징어
110,문어
110,새우
110,참치
109,돼지갈비
109,생강즙
109,술
109,진간장
109,다진파
109,깻잎
109,고춧가루
109,설탕
109,깨소금
109,상추
109,다진마늘
108,부추
108,청고추
108,소금
108,밀가루
108,계란
108,홍고추
107,쇠고기
107,진간장
107,배즙
107,설탕
107,참기름
107,다진마늘
107,깨소금
107,후춧가루
107,다진파
106,메주콩
106,계란
106,칵테일새우
106,장식용어묵
106,잣
106,소금
106,새우젓
106,실파
106,통깨
106,은행
105,물
105,물
105,간장
105,당근
105,설탕
105,식용유
105,죽순
105,계란흰자
105,표고버섯
105,돼지고기
105,녹말
105,청피망
105,식초
105,녹말가루
105,홍피망
104,애호박
104,소금
104,밀가루
104,식용유
104,진간장
104,식초
104,쑥갓
104,계란
103,죽순
103,쇠고기
103,술
103,간장
103,녹말
103,마늘종
103,후춧가루
103,식용유
103,참기름
103,다진마늘
103,생강즙
103,소금
102,마른오징어
102,물
102,참기름
102,청고추
102,후춧가루
102,설탕
102,다진마늘
102,깨소금
102,다진파
102,진간장
101,감자
101,멸치
101,꽈리고추
101,깨소금
101,진간장
101,물엿
101,청주
101,식용유
100,더덕
100,간장
100,참기름
100,고추장
100,물
100,설탕
100,고춧가루
100,다진파
100,다진마늘
100,깨소금
100,설탕
99,배추
99,소금
99,다진파
99,다진마늘
99,다진생강
99,참기름
99,진간장
99,새우젓
99,설탕
99,통깨
99,고춧가루
98,닭
98,진간장
98,마늘
98,후춧가루
98,깨소금
98,고추장
98,물엿
98,술
98,녹말
97,계란
97,다진파
97,다진마늘
97,다시마
97,후춧가루
97,물
97,식용유
97,소금
96,냉이
96,모시조개
96,된장
96,소금
96,대파
96,마늘
96,물
96,다시마
95,오이
95,소금
95,다진파
95,실고추
95,깨소금
95,참기름
95,다진마늘
94,실파
94,굴
94,홍합
94,조갯살
94,멥쌀
94,계란
94,식용유
94,소금
94,밀가루
93,연근
93,식용유
93,통깨
93,물
93,설탕
93,청주
93,진간장
92,쇠고기
92,대파
92,마늘
92,생강
92,참기름
92,계란
92,홍고추
92,진간장
92,설탕
92,물
91,콩
91,설탕
91,참기름
91,깨소금
91,물
91,간장
90,오이
90,고추장
90,홍고추
90,실파
90,설탕
90,고춧가루
90,참기름
90,깨소금
90,다진마늘
89,깻잎
89,진간장
89,고춧가루
89,실고추
89,마늘
89,생강
89,깨소금
89,파
88,실고추
88,미나리
88,[절임용소금물] 소금
88,물
88,말린표고버섯
88,통생강
88,[국물용 소금물] 소금
88,물
88,배추
88,무
88,밤
88,배
88,대추
88,다진마늘
88,석이버섯
88,대파
88,잣
87,실파
87,까나리액젓
87,다진마늘
87,깨소금
87,고춧가루
87,설탕
87,소금
87,다진생강
86,부추
86,다진마늘
86,생강
86,소금
86,멸치젓
86,고춧가루
86,설탕
86,홍고추
85,쇠고기
85,무
85,물
85,후추
85,다진파
85,다진마늘
85,참기름
85,국간장
84,쇠고기
84,무
84,당면
84,대파
84,통마늘
84,후추
84,국간장
84,다진파
84,청주
84,참기름
84,소금
83,도가니
83,쇠고기
83,물
83,생강
83,소금
83,파
83,후추
83,고추가루
83,다진마늘
83,진간장
83,생강
83,소금
83,다진파
82,양지머리
82,파
82,마늘
82,밀국수
82,도가니
82,후추
82,물
82,소 잡뼈
82,사골
82,소금
81,쇠고기
81,양
81,무
81,대파
81,마늘
81,국간장
81,참기름
81,후추
81,국수
81,다진파
81,다진마늘
81,진간장
81,소금
80,밥
80,콩나물
80,김치
80,다진마늘
80,실파
80,새우젓
80,청고추
80,깨소금
80,김
80,계란
80,쇠고기육수
80,장조림
79,선지
79,우거지
79,콩나물
79,된장
79,고추장
79,참기름
79,진간장
79,고춧가루
79,다진마늘
79,다진파
79,깨소금
79,다진마늘
78,낙지
78,소금
78,쇠고기
78,두부
78,실파
78,표고버섯
78,홍고추
78,쑥갓
78,계란
78,밀가루
78,소금
78,식용유
78,물
78,간장
78,다진파
78,다진마늘
78,깨소금
78,참기름
78,설탕
78,새우
77,진간장
77,다진마늘
77,후춧가루
77,식용유
77,국수
77,쇠고기
77,고춧가루
77,애호박
77,느타리버섯
77,양파
77,대파
77,물
77,소금
77,배추
76,쇠고기
76,물
76,팽이버섯
76,표고버섯
76,당근
76,느타리버섯
76,양파
76,대파
76,어묵
76,곤약
76,무
76,국수
76,쑥갓
76,다시마
76,청주
76,소금
76,간장
76,식초
76,청주
76,배춧잎
75,우거지
75,배춧잎
75,된장
75,마늘
75,생강
75,간장
75,쇠고기
75,청고추
75,홍고추
75,대파
75,쌀뜨물
75,식용유
74,명란
74,깨소금
74,무
74,콩나물
74,대파
74,홍고추
74,쑥갓
74,물
74,간장
74,다진파
74,다진마늘
74,청주
74,소금
74,후춧가루
74,고춧가루
74,[쇠고기양념] 간장
74,설탕
74,다진마늘
74,다진파
74,쇠고기
73,물
73,소금
73,조기
73,무
73,고추가루
73,대파
73,마늘
73,생강
73,간장
73,양파
72,아구
72,콩나물
72,고사리
72,미나리
72,싸리버섯
72,깻잎
72,물
72,홍고추
72,대파
72,된장
72,다진마늘
72,고춧가루
72,후춧가루
72,청고추
71,돼지고기
71,감자
71,대파
71,물
71,마늘
71,청정원맛선생
71,간장
71,고춧가루
71,술
71,소금
71,후춧가루
71,생강
70,꽃게
70,애호박
70,무
70,느타리버섯
70,청고추
70,홍고추
70,후춧가루
70,고추장
70,고춧가루
70,다진마늘
70,다진생강
70,국간장
70,소금
70,대파
69,갓
69,무
69,소금
69,실파
69,고춧가루
69,물
69,생강
69,멸치젓
69,깨소금
69,밀가루
69,마늘
68,실파
68,마늘
68,대파
68,배주머니
68,갓
68,무
68,고추
68,소금
68,물
67,무
67,굴
67,소금
67,고춧가루
67,미나리
67,설탕
67,갓
67,마늘
67,새우젓
67,소금
67,실파
66,총각무
66,소금
66,대파
66,고추가루
66,다진마늘
66,다진생강
66,소금
66,새우젓
66,설탕
66,찹쌀가루
66,물
66,[절임용 소금물] 물
66,멸치젓
65,배추
65,미나리
65,홍고추
65,생강
65,물
65,대파
65,마늘
65,소금
65,고춧가루
65,무
64,오이
64,소금
64,고춧가루
64,부추
64,다진파
64,물
64,다진생강
64,설탕
64,진간장
64,청주
64,[절임용 소금물] 소금
64,다진마늘
63,열무
63,풋배추
63,소금
63,실파
63,밀가루
63,홍고추
63,마늘
63,생강
63,물
63,청고추
62,멸치젓
62,생강
62,깨소금
62,소금
62,배추
62,소금
62,고춧가루
62,물
62,무
62,갓
62,미나리
62,실파
62,배
62,대파
62,마늘
62,설탕
61,해파리
61,게맛살
61,오이
61,토마토
61,다진마늘
61,참기름
61,육수
61,설탕
61,간장
61,소금
61,식초
60,쌀
60,고춧가루
60,청주
60,소금
60,식초
60,설탕
60,다진쇠고기
60,표고버섯
60,멸치
60,단무지
60,간장
60,물엿
60,김치
60,후춧가루
60,깨소금
60,참기름
60,다시마
59,유부
59,우엉
59,쇠고기
59,당근
59,후춧가루
59,간장
59,청주
59,설탕
59,밥
58,통북어
58,콩나물
58,두부
58,계란
58,대파
58,홍고추
58,소금
58,후춧가루
58,참기름
58,물
58,다진마늘
57,간장
57,고춧가루
57,참기름
57,깨소금
57,흰콩
57,소금
57,돼지고기
57,배춧잎
57,다진파
57,다진마늘
57,식용유
57,물
56,배추김치
56,돼기고기
56,가래떡
56,대파
56,생강즙
56,참기름
56,육수
56,고춧가루
56,다진마늘
55,동태
55,무
55,애호박
55,두부
55,청고추
55,홍고추
55,소금
55,물
55,고추장
55,고춧가루
55,다진마늘
55,다진생강
55,대파
54,순두부
54,돼기고기
54,바지락
54,배추김치
54,양파
54,대파
54,물
54,다진마늘
54,계란
54,소금
54,후춧가루
54,식용유
54,고춧가루
53,청국장
53,쇠고기
53,무
53,배추김치
53,물
53,대파
53,다진마늘
53,김칫국물
53,소금
53,두부
52,대파
52,소금
52,파슬리
52,고추장
52,간장
52,물엿
52,청주
52,다진마늘
52,생강즙
52,깨소금
52,참기름
52,홍합
52,청주
51,돼기고기
51,젓국
51,생강
51,배추
51,무명실
51,새우젓
51,고춧가루
51,다진파
51,다진마늘
51,깨소금
51,참기름
51,무
51,굴
51,미나리
51,갓
51,실파
51,고춧가루
51,된장
50,쇠고기
50,대파
50,당근
50,표고버섯
50,밤
50,계란
50,홍고추
50,은행
50,잣
50,간장
50,설탕
50,청주
50,배
50,다진파
50,다진마늘
50,깨소금
50,참기름
50,후춧가루
50,무
49,계란
49,당근
49,통마늘
49,육수
49,버터
49,샐러리
49,쇠고기
49,양파
49,밀가루
49,월계수잎
49,돼기고기
49,레드와인
49,토마토케찹
49,빵가루
49,식용유
49,소금
49,후춧가루
48,육수
48,간장
48,마늘
48,양파
48,상추
48,깻잎
48,생강즙
48,월계수잎
48,갈비
48,배즙
48,양파즙
48,물엿
48,설탕
48,통깨
48,참기름
48,후춧가루
48,청주
48,대파
47,대구살
47,후춧가루
47,식용유
47,육수
47,목이버섯
47,양파
47,당근
47,피망
47,파인애플
47,식초
47,설탕
47,계란
47,녹말
47,청주
47,토마토케첩
47,마늘
47,간장
47,소금
47,생강즙
46,오징어
46,고추장
46,다진파
46,다진마늘
46,물엿
46,깨소금
46,참기름
46,간장
46,설탕
46,고춧가루
46,생강즙
45,마늘
45,물
45,간장
45,식초
45,소금
44,양배추잎
44,후춧가루
44,밤
44,양파
44,육수
44,녹말
44,물
44,무명실
44,소금
44,간장
44,깨소금
44,청주
44,다진파
44,다진마늘
44,참기름
44,파슬리가루
44,쇠고기
43,다진마늘
43,다진파
43,콩나물
43,쇠고기
43,표고버섯
43,양파
43,당근
43,미나리
43,계란
43,소금
43,깨소금
43,참기름
43,식용유
43,진간장
43,설탕
43,후춧가루
42,칼국수면
42,팥
42,설탕
42,소금
42,물
41,다시마
41,두부
41,표고버섯
41,당근
41,고추
41,양념간장
41,깨소금
41,소금
41,참기름
41,후춧가루
41,초고추장
41,들깨가루
40,닭
40,간장
40,고추장
40,고춧가루
40,후춧가루
40,마늘
40,생강즙
40,깨소금
40,대파
39,갈치
39,무
39,감자
39,홍고추
39,대파
39,물
39,참기름
39,고추장
39,고춧가루
39,마늘
39,생강
39,설탕
39,깨소금
39,간장
38,잔멸치
38,당근
38,청고추
38,청주
38,깨소금
38,간장
38,설탕
38,식용유
37,간장
37,소금
37,두부
37,참빛고운포도씨유
37,바질
37,다진양파
37,식초
37,토마토
36,우엉
36,간장
36,물
36,깨소금
36,소금
36,물엿
35,콩나물
35,다진파
35,다진마늘
35,후춧가루
35,참기름
35,실고추
35,소금
35,깨소금
34,상추잎
34,두부
34,깨소금
34,꿀
34,파프리카
34,레몬즙
34,연겨자
34,적양배추잎
34,당근
34,소금
33,부추
33,돼지고기
33,표고버섯
33,대파
33,식용유
33,간장
33,청주
33,소금
33,생강
32,죽순
32,표고버섯
32,대파
32,식용유
32,물
32,후춧가루
32,다진파
32,다진마늘
32,참기름
32,설탕
32,소금
32,간장
31,물
31,팥
31,날콩가루
31,밀가루
31,소금
30,마늘
30,간장
30,물엿
30,토마토케첩
30,설탕
30,양파
30,후춧가루
30,식용유
30,쇠고기
30,양송이버섯
30,피망
30,소금
29,쇠고기
29,생강즙
29,실파
29,느타리버섯
29,마늘
29,후춧가루
29,꼬치
29,참기름
29,깨소금
29,설탕
29,꿀
29,다진파
29,다진마늘
29,배즙
29,햇살담은간장
28,도미
28,감자
28,방울토마토
28,바질
28,블랙올리브
28,그린올리브
28,스위트마조람
28,올리브오일
28,화이트와인
28,계란노른자
28,오레가노
28,케이퍼
27,재첩
27,소금
27,물
27,부추
26,삶은 문어살
26,소스
26,꼴뚜기
26,중새우살
26,쭈꾸미
26,참소라살
26,모시조개
26,가리비
26,검은껍질홍합
26,가재새우
26,양파
26,샐러리
26,당근
26,루콜라
26,트레비소
26,갑오징어
25,오이
25,파
25,다진마늘
25,간장
25,식초
25,설탕
25,소금
25,고춧가루
25,물
25,대파
25,홍고추
25,물
25,깨소금
24,연어
24,후춧가루
24,레몬즙
24,소금
24,양파
24,차이브
24,올리브오일
24,방울토마토
24,페스토소스
24,모듬채소
24,양송이버섯
23,생태
23,미나리
23,콩나물
23,무
23,후춧가루
23,마늘
23,쌀뜨물
23,소금
23,홍고추
22,불린미역
22,오이
22,대파
22,다진마늘
22,물
22,소금
22,고춧가루
22,간장
22,깨소금
21,미역
21,다진쇠고기
21,마늘
21,물
21,후춧가루
21,국간장
21,참기름
21,식용유
20,쇠고기
20,무
20,실파
20,마늘
20,물
20,소금
20,참기름
20,후춧가루
20,국간장
19,두부
19,콩나물
19,모시조개
19,북어
19,홍고추
19,후춧가루
19,밀가루
19,계란
19,마늘
19,소금
19,실파
18,파
18,다진마늘
18,고추장
18,참기름
18,쇠고기
18,소금
18,후춧가루
18,두부
18,진간장
17,다시마
17,오이
17,홍고추
17,다진파
17,물
17,소금
17,고춧가루
17,깨소금
17,다진마늘
16,김치
16,참기름
16,표고버섯
16,두부
16,만두피
16,육수
16,쇠고기
16,다진파
16,다진마늘
16,소금
16,후춧가루
16,깨소금
16,간장
16,설탕
16,숙주
15,국수
15,돼지고기
15,녹말
15,계란흰자
15,오징어
15,새우
15,소금
15,표고버섯
15,죽순
15,파
15,다진마늘
15,멸칫국물
15,청주
15,홍합
14,국수
14,표고버섯
14,오이
14,계란
14,깻잎
14,쇠고기
14,양념장
14,상추
14,부추
13,열무
13,찹쌀가루
13,냉면
13,홍고추
13,청고추
13,대파
13,물
13,다진생강
13,고춧가루
13,식초
13,설탕
13,겨자
13,다진마늘
12,설탕
12,통후추
12,국수
12,쇠고기
12,동치미무
12,간장
12,홍고추
12,소금
12,깨소금
12,참기름
12,동치미국물
12,계란
11,냉면
11,쇠고기
11,동치미국물
11,오이
11,배
11,동치미무
11,식초
11,설탕
11,소금
11,쇠고기육수
11,계란
10,밀가루
10,감자
10,애호박
10,멸치
10,실파
10,소금
10,물
10,양념장
10,국간장
10,참기름
10,홍고추
9,계란
9,양파
9,물
9,당근
9,쌈장
9,후춧가루
9,다시마
9,밥
9,청피망
9,홍피망
9,오이
9,전분
9,멸치
9,소금
8,쇠고기
8,감자
8,양파
8,당근
8,통후추
8,카레
8,우유
8,밥
8,소금
8,완두콩
7,쌀
7,흑임자
7,설탕
7,소금
7,물
6,물
6,설탕
6,찹쌀
6,청동호박
6,팥
6,소금
5,찹쌀
5,흑설탕
5,계핏가루
5,깐밤
5,대추
5,물
5,물엿
5,식물성기름
5,흰설탕
5,간장
5,잣
4,쌀
4,콩나물
4,쇠고기
4,파
4,마늘
4,통후추
4,깨소금
4,고춧가루
4,진간장
4,소금
4,참기름
3,당면
3,통후추
3,표고버섯
3,호박
3,당근
3,부추
3,청고추
3,홍고추
3,다진파
3,다진마늘
3,진간장
3,참기름
3,소금
3,밥
3,돼지고기
2,멥쌀
2,찹쌀
2,수수
2,소금
2,콩
2,팥
2,차조
1,쌀
1,양지머리
1,콩나물
1,청포묵
1,미나리
1,소금
1,국간장
1,다진파
1,다진마늘
1,참기름
1,고추장
1,설탕
1,숙주
1,도라지
1,고사리
1,계란
1,안심
